SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
-0.4381471450281571,-1.1147282801182177,0.5042861484510788,-0.8378708875650984,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0
2.282338276872113,-1.1958844299632747,0.7241891470889775,-0.9091513699783195,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1
-0.4381471450281571,-1.1958844299632747,0.33729214196665935,-0.9109846708119723,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1
-0.4381471450281571,1.1170658406208545,0.5158599904846523,1.1101421982507158,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,0
-0.4381471450281571,-0.8306817556605175,1.1226599942448703,-0.5163011913383998,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,1
-0.4381471450281571,1.3199562152334972,-1.5079089593859372,-0.42943765183912874,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
-0.4381471450281571,-0.5872133061253461,-1.519482801419511,-0.8533448196015264,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0
-0.4381471450281571,-0.9929940553506318,-0.028110585093308608,-0.7855781637861403,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,0
-0.4381471450281571,-0.059698332132474476,-1.47153402728042,-0.7268688870893968,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
-0.4381471450281571,1.3605342901560258,-1.3161138628295743,-0.27070435465867687,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0
-0.4381471450281571,-1.277040579808332,-1.47153402728042,-0.9966696597753237,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0
-0.4381471450281571,-0.4249010064352317,-1.499641929361956,-0.8211747549729018,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
-0.4381471450281571,1.441690440001083,-1.469880621275624,-0.3836269560077292,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
-0.4381471450281571,-0.5466352312028174,-0.5075983264842161,-0.5852900477095546,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
-0.4381471450281571,-1.1958844299632747,-1.49798852335716,-0.9791223517960739,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
-0.4381471450281571,1.6040027396911973,0.6712801549354983,1.6496782685927966,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,0
-0.4381471450281571,-1.277040579808332,-0.34060431999979657,-0.9817413529870067,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0
-0.4381471450281571,-1.277040579808332,-1.4930283053427713,-0.9969533849043413,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0
2.282338276872113,1.6040027396911973,1.385551549007471,2.3455905350434896,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,0
-0.4381471450281571,-0.26258870674511736,0.1504572634246848,-0.21987390654465616,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
-0.4381471450281571,-1.1958844299632747,-0.4728768003834952,-0.9395536088030642,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
-0.4381471450281571,1.5634246647686687,0.8250469133815482,1.7629937201204886,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
-0.4381471450281571,0.4272385669378685,-0.5257857925369748,-0.09933437673197426,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1
-0.4381471450281571,-0.7089475308929317,-1.4930283053427713,-0.8726381283747313,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
-0.4381471450281571,-0.38432293151270314,-1.327687704863148,-0.7369956916943369,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0
-0.4381471450281571,-1.277040579808332,-0.4745302063882914,-0.9835091787908864,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
-0.4381471450281571,1.0764877656983258,1.362403864940324,1.7252364529512074,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0
-0.4381471450281571,1.5634246647686687,1.4566480072137091,2.338781131947064,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0
2.282338276872113,0.6301289415505114,0.18848560153499835,0.541818939818299,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
-0.4381471450281571,-0.30316678166764593,1.3227221208252145,0.1146816705870842,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1
2.282338276872113,1.6040027396911973,-1.307846832805593,-0.21581445469871036,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
-0.4381471450281571,1.52284658984614,1.6286022317125175,2.3658877942732186,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1
-0.4381471450281571,-1.2364625048858033,-1.47153402728042,-0.9904058819270093,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
-0.4381471450281571,0.5489727917054542,-1.506255553381141,-0.5873634236523764,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
-0.4381471450281571,-0.34374485659017456,-0.14880922344343336,-0.3767084278616818,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
2.282338276872113,0.7112850913955685,0.7638708912040872,0.9007530530356389,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
2.282338276872113,0.4272385669378685,1.4086992330746182,0.9734521610939482,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
-0.4381471450281571,1.6040027396911973,0.462950998331173,1.4956155235361746,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,0
-0.4381471450281571,-0.9524159804281033,0.35713301402421394,-0.719295608645616,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
-0.4381471450281571,1.0359096907757972,0.00991775301700495,0.6494380637557123,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0
-0.4381471450281571,-0.34374485659017456,0.14880385741988864,-0.3010629434635729,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,0
-0.4381471450281571,0.5489727917054542,0.859768439482269,0.8436806520832284,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,0
-0.4381471450281571,-1.3176186547308604,0.27776952579399455,-0.3992100130937794,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,0
2.282338276872113,-1.1958844299632747,0.47783165237433917,-0.9160917231342912,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
-0.4381471450281571,-0.6683694559704032,-1.4946817113475674,-0.8768721803000726,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0
-0.4381471450281571,0.8330193161631543,1.5062501873575962,1.5416008194469697,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,0
2.282338276872113,1.3199562152334972,0.9738534538132092,1.668469602137739,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0
-0.4381471450281571,0.5489727917054542,-1.4880680873283825,-0.6291583176576789,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
-0.4381471450281571,-0.38432293151270314,0.28768996182277234,-0.2885353877669443,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,0
-0.4381471450281571,-1.1958844299632747,0.00991775301700495,-0.9139746971716206,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,0
-0.4381471450281571,-1.074150205195689,-0.3058827938990755,-0.8590847972116541,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
-0.4381471450281571,0.9953316158532686,-0.3058827938990755,0.3788079406926567,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
-0.4381471450281571,0.5083947167829257,0.8052060413239931,0.8242782182604009,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0
-0.4381471450281571,1.52284658984614,-0.8233988734002967,0.21649534188459668,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,0
-0.4381471450281571,-1.2364625048858033,-1.3194206748391668,-0.9809993026495758,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
2.282338276872113,0.2243481923252256,1.1441542723072209,0.6244047773723798,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,1
-0.4381471450281571,-1.074150205195689,0.13723001538631474,-0.8157185024917919,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
-0.4381471450281571,-0.790103680737989,0.7936321992904196,-0.49849198324005684,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
-0.4381471450281571,-1.155306355040746,0.7770981392424573,-0.843807290264546,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
-0.4381471450281571,0.6301289415505114,1.0565237540530208,0.9470657240953002,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,0
-0.4381471450281571,0.34608241709281135,0.7026948690266268,0.4518998989296063,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,0
-0.4381471450281571,1.2793781403109687,1.304534654772456,1.9283836453278953,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,0
-0.4381471450281571,1.52284658984614,0.4877520884031165,1.5013555011463025,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0
-0.4381471450281571,-1.277040579808332,0.3191046759139004,-0.9730331740271553,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
-0.4381471450281571,0.2243481923252256,0.4794850583791353,0.3096008342222577,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
-0.4381471450281571,-1.1147282801182177,1.0350294759906697,-0.7819115621188343,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
-0.4381471450281571,1.1170658406208545,0.8134730713479743,1.277823749500188,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,0
2.282338276872113,-0.26258870674511736,0.6861608089786645,-0.10335017855807113,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,0
-0.4381471450281571,-0.8712598305830461,1.1425008663024248,-0.544237204041683,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
-0.4381471450281571,1.2793781403109687,1.304534654772456,1.915746964581644,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0
2.282338276872113,1.5634246647686687,1.6567101337940533,2.4936514023708907,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
-0.4381471450281571,1.4011123650785544,0.16368451146305485,1.0092451773700297,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,0
2.282338276872113,-0.9118379055055746,0.26123546574603224,-0.7050002271451078,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
2.282338276872113,-0.14085448197753164,1.2896540007292896,0.2885396996451731,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0
-0.4381471450281571,1.3605342901560258,-0.34060431999979657,0.5797726320769,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
-0.4381471450281571,-0.10027640705500306,0.08762783524242773,-0.13250839181712293,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0
-0.4381471450281571,-0.6683694559704032,-0.06283211119402941,-0.5398285520369461,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
2.282338276872113,0.8735973910856829,0.23643437567408873,0.6906655075029796,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,0
2.282338276872113,1.5634246647686687,1.1325804302736475,2.1432072180141577,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,0
-0.4381471450281571,-1.2364625048858033,0.7043482750314229,-0.9263058277789291,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1
-0.4381471450281571,-1.277040579808332,-0.5009847024650312,-0.9838583789496773,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
-0.4381471450281571,-0.2220106318225888,1.1755689863983494,0.16136536681546124,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,0
-0.4381471450281571,-1.0335721302731604,0.16533791746785098,-0.7744692337346003,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
-0.4381471450281571,-0.4249010064352317,-1.5112157713955297,-0.8255179319478654,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0
-0.4381471450281571,-0.10027640705500306,-0.30753619990387193,-0.2836902355637187,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,0
-0.4381471450281571,-0.26258870674511736,-1.4930283053427713,-0.8059845480654917,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0
-0.4381471450281571,-0.9524159804281033,-0.3174566359326492,-0.809280124564082,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
-0.4381471450281571,1.1170658406208545,-1.5112157713955297,-0.5240272448516516,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0
-0.4381471450281571,-0.790103680737989,-1.4731874332852164,-0.8915385869692963,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0
-0.4381471450281571,1.6040027396911973,-1.321074080843963,-0.19841992178893164,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
2.282338276872113,-0.18143255690006022,1.2681597226669385,0.2561732099272286,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,1
-0.4381471450281571,0.26492626724775414,-1.3061934268007966,-0.5872324735928297,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0
-0.4381471450281571,-0.8306817556605175,-0.9738588198367539,-0.8169188780376361,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
-0.4381471450281571,-0.30316678166764593,-1.4599601852468467,-0.8047186974898741,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
-0.4381471450281571,-0.34374485659017456,1.193756452451108,0.03842508591109101,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1
-0.4381471450281571,-0.9929940553506318,-1.3045400207960005,-0.9116612461196301,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
-0.4381471450281571,1.1576439155433829,0.9722000478084126,1.4837645431472037,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,0
-0.4381471450281571,-1.155306355040746,-1.3111536448151857,-0.9545473906211546,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0
2.282338276872113,-0.4654790813577603,0.9688932357988204,-0.14405382206715167,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
